adapter,reader,modelname,answer,logits_answer,data_id,timestamp
race,bert-base-uncased,base,"Experiencing sounds as colours,","tensor([[-1.8642,  8.0324, -6.8892, -3.7531]])",middle5785.txt,2023-01-23 21:52:31.909993
race,bert-base-uncased,base,Feeling warm in April.,"tensor([[-4.4334, -2.4007,  1.5130, -8.1288]])",middle5785.txt,2023-01-23 21:52:34.132418
race,bert-base-uncased,base,Under the sea,"tensor([[ -8.6505,   9.0341,  -8.9564, -10.6870]])",middle8154.txt,2023-01-23 21:52:37.033815
race,bert-base-uncased,base,Computers,"tensor([[-0.9756, -3.8138,  3.9246, -5.0624]])",middle8154.txt,2023-01-23 21:52:40.036330
race,bert-base-uncased,base,"We have advanced lighting equipment so that we can see the ""sun"" under the sea.","tensor([[-5.6643,  2.9443, -3.0588,  1.7707]])",middle8154.txt,2023-01-23 21:52:43.089458
race,bert-base-uncased,base,We should protect our environment instead of destroying it.,"tensor([[ 9.2915, -9.0829, -8.9330, -3.7393]])",middle8154.txt,2023-01-23 21:52:46.120632
race,bert-base-uncased,base,A City Under The Sea,"tensor([[-3.9495,  1.0724, -6.5308, -1.3990]])",middle8154.txt,2023-01-23 21:52:49.186404
race,bert-base-uncased,base,In a store.,"tensor([[-2.1944, -9.9768, -2.0702, -8.6721]])",middle4542.txt,2023-01-23 21:52:50.883918
race,bert-base-uncased,base,Three.,"tensor([[-2.1103, -1.6927, -3.1117, -1.7505]])",middle4542.txt,2023-01-23 21:52:52.595182
race,bert-base-uncased,base,The old woman didn't like to speak loudly.,"tensor([[-6.7764, -3.5229, -6.7462,  2.5423]])",middle4542.txt,2023-01-23 21:52:54.409275
race,bert-base-uncased,base,Hear something better.,"tensor([[-2.9664, -0.7311,  1.1454, -7.9242]])",middle4542.txt,2023-01-23 21:52:56.161929
race,bert-base-uncased,base,the old man hear well,"tensor([[ -5.4989,  -6.3121, -10.5684,  -8.1268]])",middle4542.txt,2023-01-23 21:52:57.883544
race,bert-base-uncased,base,dog,"tensor([[-8.9040, -9.8291, -2.7826, -3.0583]])",middle2119.txt,2023-01-23 21:53:00.115766
race,bert-base-uncased,base,hates watching television,"tensor([[-8.8479, -8.4271, -7.4180, -0.5427]])",middle2119.txt,2023-01-23 21:53:02.284839
race,bert-base-uncased,base,Cindy might have trouble with her friends.,"tensor([[-4.7493,  4.7064, 10.5868, -6.8476]])",middle2414.txt,2023-01-23 21:53:04.277782
race,bert-base-uncased,base,He would have it for no use,"tensor([[-8.1572,  3.7433, -3.9714, -3.0755]])",middle2414.txt,2023-01-23 21:53:06.215678
race,bert-base-uncased,base,everybody would go camping in the class,"tensor([[-1.8009, -6.1486, -8.3623, -4.4285]])",middle2414.txt,2023-01-23 21:53:08.524048
race,bert-base-uncased,base,An Invitation for Jess,"tensor([[-11.0451, -10.6869,  -0.4207,  -9.3780]])",middle2414.txt,2023-01-23 21:53:10.685100
race,bert-base-uncased,base,a clear plastic bag and a bag of potatoes,"tensor([[9.1436, 7.2407, 8.7216, 9.7426]])",middle1381.txt,2023-01-23 21:53:13.028190
race,bert-base-uncased,base,they didn't forgive,"tensor([[-6.4204,  9.6709, -0.5301, -4.8804]])",middle1381.txt,2023-01-23 21:53:15.384555
race,bert-base-uncased,base,we should learn to forgive,"tensor([[14.7457, -7.7286, -9.4180, -8.1002]])",middle1381.txt,2023-01-23 21:53:17.783230
race,bert-base-uncased,base,The students had to take bags of potatoes with them for about two weeks.,"tensor([[-5.8906, -2.3095, -3.8390, -0.9996]])",middle1381.txt,2023-01-23 21:53:20.179177
race,bert-base-uncased,base,can help people choose clothes without having to try them on,"tensor([[-8.7119, -5.4624,  8.1091, -7.2723]])",middle6611.txt,2023-01-23 21:53:22.541165
race,bert-base-uncased,base,The customer looks like he/she is actually wearing the clothes while using this technology.,"tensor([[-3.7181, -4.4868, -9.1367, -0.6637]])",middle6611.txt,2023-01-23 21:53:24.945620
race,bert-base-uncased,base,A fitting room,"tensor([[-6.4521,  1.9216, -3.2005, -7.6986]])",middle6611.txt,2023-01-23 21:53:27.353892
race,bert-base-uncased,base,It was on April 2nd.,"tensor([[-1.9100, -0.6702, -1.7173, -3.2645]])",middle5296.txt,2023-01-23 21:53:30.289669
race,bert-base-uncased,base,Because they were not used to the new calendar and continued to celebrate New Year's Day on what had become the first day of April.,"tensor([[-9.6207, 13.2893,  0.5517, -1.5281]])",middle5296.txt,2023-01-23 21:53:33.301348
race,bert-base-uncased,base,"according to the English story,April Fool's Day began sometime during the 1300s","tensor([[-9.9938, -1.4673, -5.1166, -2.4141]])",middle5296.txt,2023-01-23 21:53:36.271178
race,bert-base-uncased,base,her mother is ill,"tensor([[-2.5750, -8.9170, -4.7903,  1.3744]])",middle897.txt,2023-01-23 21:53:38.476779
race,bert-base-uncased,base,the basketball game,"tensor([[-2.3232, -6.0463, -6.7182,  8.4457]])",middle897.txt,2023-01-23 21:53:40.688192
race,bert-base-uncased,base,growing vegetables,"tensor([[-7.4368, -5.2036, -1.2125, -5.8672]])",middle897.txt,2023-01-23 21:53:43.002411
race,bert-base-uncased,base,growing vegetables,"tensor([[-5.0913, -4.8127, -2.5968, -5.1203]])",middle897.txt,2023-01-23 21:53:45.381868
race,bert-base-uncased,base,Kate's little brother is ill,"tensor([[-6.1224, -3.5588,  0.2230, -7.6786]])",middle897.txt,2023-01-23 21:53:47.480081
race,bert-base-uncased,base,accepted,"tensor([[-2.1701, -0.9933, -4.4522, -3.2059]])",middle175.txt,2023-01-23 21:53:49.980025
race,bert-base-uncased,base,patient,"tensor([[-10.4522,  -7.4867,  -9.9194,  -7.5702]])",middle175.txt,2023-01-23 21:53:52.609107
race,bert-base-uncased,base,"Experience, the Best Teacher","tensor([[-10.9156,   2.5211, -10.0488,  -7.1263]])",middle175.txt,2023-01-23 21:53:55.079933
race,bert-base-uncased,base,Indian,"tensor([[ -9.5090,  -7.8507, -10.5826, -10.2580]])",middle2927.txt,2023-01-23 21:53:57.122380
race,bert-base-uncased,base,herself,"tensor([[-0.7701, -5.8483,  5.3274, -3.5259]])",middle2927.txt,2023-01-23 21:53:59.347760
race,bert-base-uncased,base,She made a historiccomeback.,"tensor([[ -8.1026,  -6.5634, -10.2518,   2.1764]])",middle2927.txt,2023-01-23 21:54:01.583116
race,bert-base-uncased,base,By touching her feet.,"tensor([[11.2752, -3.4731, -8.3059,  1.6157]])",middle2927.txt,2023-01-23 21:54:03.819184
race,bert-base-uncased,base,Having a strong will to win.,"tensor([[ -5.6094,  -5.9832, -10.0637,  14.0907]])",middle2927.txt,2023-01-23 21:54:05.960626
race,bert-base-uncased,base,Talk show,"tensor([[-5.4512, -3.6638, -7.4885, -1.8204]])",middle3554.txt,2023-01-23 21:54:07.148123
race,bert-base-uncased,base,On TV next week,"tensor([[-4.5317, -3.4032, -5.4002, -1.3595]])",middle3554.txt,2023-01-23 21:54:08.392066
race,bert-base-uncased,base,Animal world,"tensor([[-0.5935,  0.3687, -5.5080, -2.7572]])",middle3554.txt,2023-01-23 21:54:09.653114
race,bert-base-uncased,base,let you know something about classroom,"tensor([[ 3.2222, -0.9863, -0.2244,  1.1248]])",middle3554.txt,2023-01-23 21:54:10.809701
race,bert-base-uncased,base,English for today,"tensor([[ 0.2608,  7.0759,  1.1931, -1.7191]])",middle3554.txt,2023-01-23 21:54:11.990243
race,bert-base-uncased,base,Saturday,"tensor([[-2.3072, -0.6049, -2.7932, -1.6391]])",middle946.txt,2023-01-23 21:54:13.094322
race,bert-base-uncased,base,playing,"tensor([[-8.8797, -8.6384, -4.9803, -7.9800]])",middle946.txt,2023-01-23 21:54:14.293485
race,bert-base-uncased,base,an hour,"tensor([[ 3.1175, -1.3686, -2.4047, -0.7466]])",middle946.txt,2023-01-23 21:54:15.257440
race,bert-base-uncased,base,Bruce's mother,"tensor([[ -6.4923, -10.2277,  -6.5390,  14.8310]])",middle946.txt,2023-01-23 21:54:16.255298
race,bert-base-uncased,base,uncertain,"tensor([[-6.5621,  7.8672, -7.5110, -4.7230]])",middle7088.txt,2023-01-23 21:54:18.675800
race,bert-base-uncased,base,look peaceful outside,"tensor([[2.7106, 1.0366, 4.6694, 1.0128]])",middle7088.txt,2023-01-23 21:54:21.165487
race,bert-base-uncased,base,Type AB,"tensor([[5.4515, 5.4819, 5.5765, 7.9971]])",middle7088.txt,2023-01-23 21:54:23.646545
race,bert-base-uncased,base,Blood Type and Personalities,"tensor([[ 5.1169, -8.8636,  4.6000, 10.0699]])",middle7088.txt,2023-01-23 21:54:26.166308
race,bert-base-uncased,base,have a party,"tensor([[-5.6771,  9.6929, -8.8024, -5.6286]])",middle7475.txt,2023-01-23 21:54:28.394999
race,bert-base-uncased,base,last Sunday night,"tensor([[-1.4569, -1.1391, -2.6904,  0.0970]])",middle7475.txt,2023-01-23 21:54:30.760160
race,bert-base-uncased,base,wrote a letter to John,"tensor([[-2.9704, -3.4621,  0.2436, -1.6553]])",middle7475.txt,2023-01-23 21:54:33.103478
race,bert-base-uncased,base,John often wrote to Uncle Tom,"tensor([[-6.0177, -2.7529, -2.9882, -1.4947]])",middle7475.txt,2023-01-23 21:54:35.395660
race,bert-base-uncased,base,control a character,"tensor([[12.3555, -4.3748, -4.8803,  4.1205]])",middle705.txt,2023-01-23 21:54:37.031319
race,bert-base-uncased,base,By using the mouse.,"tensor([[ -6.6120,  15.3521, -10.0396,  -5.7695]])",middle705.txt,2023-01-23 21:54:38.515792
race,bert-base-uncased,base,All the aboves.,"tensor([[ 8.7124,  8.8184,  2.6674, 11.6216]])",middle705.txt,2023-01-23 21:54:40.012405
race,bert-base-uncased,base,Game players can only play against their computers.,"tensor([[-9.4745, -9.3065,  2.4177, -4.5346]])",middle705.txt,2023-01-23 21:54:41.528509
race,bert-base-uncased,base,look for grass,"tensor([[-6.3934,  5.9688, -9.1533, -6.2987]])",middle5069.txt,2023-01-23 21:54:43.272229
race,bert-base-uncased,base,help the cow get down,"tensor([[ 0.1515, -8.4751, -1.3186,  5.7602]])",middle5069.txt,2023-01-23 21:54:45.020483
race,bert-base-uncased,base,She was too tired to stay there.,"tensor([[-10.5248,   6.2251, -10.9612,  -4.3644]])",middle5069.txt,2023-01-23 21:54:46.587360
race,bert-base-uncased,base,The cow always does what she wants to do.,"tensor([[-5.2444,  4.8660, -5.1319, -1.0765]])",middle5069.txt,2023-01-23 21:54:48.237483
race,bert-base-uncased,base,successful,"tensor([[ 1.8617,  5.6960, -0.2315, -0.2342]])",middle495.txt,2023-01-23 21:54:49.793916
race,bert-base-uncased,base,Most of the students,"tensor([[-4.2671, -9.9360, -0.0920,  1.5162]])",middle495.txt,2023-01-23 21:54:51.387233
race,bert-base-uncased,base,Hollywood blockbusters,"tensor([[ -2.3634, -10.0260, -10.0553,  -3.4634]])",middle495.txt,2023-01-23 21:54:53.136816
race,bert-base-uncased,base,China,"tensor([[ -0.6405, -10.8527,  -2.9862, -10.8201]])",middle6510.txt,2023-01-23 21:54:54.297759
race,bert-base-uncased,base,teach English,"tensor([[-1.5874,  7.1527, -6.1780, -2.3273]])",middle6510.txt,2023-01-23 21:54:55.636773
race,bert-base-uncased,base,bikes,"tensor([[ -8.5569,  -8.3996, -10.0051,   3.4153]])",middle6510.txt,2023-01-23 21:54:56.795079
race,bert-base-uncased,base,at home,"tensor([[-2.1637, -9.5485, 11.3909,  1.3450]])",middle6510.txt,2023-01-23 21:54:57.921219
race,bert-base-uncased,base,like China very much,"tensor([[-10.1242,   7.2950,  -9.0027,  -7.2306]])",middle6510.txt,2023-01-23 21:54:59.070213
race,bert-base-uncased,base,Jane's mother,"tensor([[ 0.6787, -6.8345,  2.5831, -9.4903]])",middle4266.txt,2023-01-23 21:55:00.044188
race,bert-base-uncased,base,under the bed,"tensor([[ 1.1850, -3.3685, 14.1665,  3.7568]])",middle4266.txt,2023-01-23 21:55:00.966753
race,bert-base-uncased,base,on the desk,"tensor([[13.9985, -1.4892,  0.7640,  6.1972]])",middle4266.txt,2023-01-23 21:55:01.848074
race,bert-base-uncased,base,both A and C (both ...and ),"tensor([[-0.0052, -0.6704, -1.3955,  4.1114]])",middle859.txt,2023-01-23 21:55:02.682912
race,bert-base-uncased,base,an English teacher,"tensor([[13.3594, -5.7781, -2.2377, -6.0405]])",middle859.txt,2023-01-23 21:55:03.501962
race,bert-base-uncased,base,Helen's dog,"tensor([[-6.8515, 11.0177, -3.3210,  2.1714]])",middle859.txt,2023-01-23 21:55:04.334612
race,bert-base-uncased,base,an English teacher,"tensor([[ 2.8502, -4.7644, -4.8910, -4.4360]])",middle859.txt,2023-01-23 21:55:05.101864
race,bert-base-uncased,base,in the same school,"tensor([[  1.2576,  -2.1073, -10.3249,  -1.6503]])",middle859.txt,2023-01-23 21:55:05.868941
race,bert-base-uncased,base,Zhang Min,"tensor([[ 0.8819, -1.2173,  8.8201, -3.9392]])",middle4233.txt,2023-01-23 21:55:06.661748
race,bert-base-uncased,base,China,"tensor([[-10.8201, -10.5123,   2.7168,  -3.0280]])",middle4233.txt,2023-01-23 21:55:07.371735
race,bert-base-uncased,base,blue,"tensor([[-10.3557,  -9.8677,   7.1051,  -9.8059]])",middle4233.txt,2023-01-23 21:55:08.087172
race,bert-base-uncased,base,"No, she can't.","tensor([[-6.6852, 12.5499, -4.7764, -5.0806]])",middle4233.txt,2023-01-23 21:55:08.883653
race,bert-base-uncased,base,noodles; fish,"tensor([[-1.3809, -1.9327, -6.3479, 11.8621]])",middle4233.txt,2023-01-23 21:55:09.654058
race,bert-base-uncased,base,was lazy and did very little work,"tensor([[-7.8760, -2.6670, -7.9517, 13.4313]])",middle5208.txt,2023-01-23 21:55:11.980388
race,bert-base-uncased,base,he visited his family at Christmas time one year,"tensor([[ 3.8676,  5.5227, -0.1976,  6.4131]])",middle5208.txt,2023-01-23 21:55:14.335925
race,bert-base-uncased,base,thought that nothing in life was worth doing,"tensor([[-10.0157,   5.0463,   6.9519,  -6.6207]])",middle5208.txt,2023-01-23 21:55:16.768708
race,bert-base-uncased,base,works at Cambridge University,"tensor([[-6.7186,  3.7524, -6.6034,  2.7700]])",middle5208.txt,2023-01-23 21:55:19.144096
race,bert-base-uncased,base,Professor Stephen Hawking,"tensor([[-10.9084,  -4.8510,   0.2929,  -8.3989]])",middle5208.txt,2023-01-23 21:55:22.169912
race,bert-base-uncased,base,A Gemini.,"tensor([[-3.5808, -6.3557, -6.9686, -4.5963]])",middle1081.txt,2023-01-23 21:55:24.664969
race,bert-base-uncased,base,A Capricorn.,"tensor([[-4.6816, -6.9148, -4.9222, -4.4199]])",middle1081.txt,2023-01-23 21:55:27.221886
race,bert-base-uncased,base,Cold and sunny.,"tensor([[-6.9290, -6.6056, -9.4176, -9.3029]])",middle2098.txt,2023-01-23 21:55:30.332717
race,bert-base-uncased,base,Easy.,"tensor([[-1.2249, -7.5587,  0.1619, -9.3699]])",middle2098.txt,2023-01-23 21:55:33.252200
race,bert-base-uncased,base,One must be willing to train a lot and doesn't give up easily.,"tensor([[-6.1863, -1.3315, -8.1419,  6.1681]])",middle2098.txt,2023-01-23 21:55:36.283395
race,bert-base-uncased,base,August,"tensor([[-3.6737, -7.4874, -2.6675, -3.1536]])",middle6413.txt,2023-01-23 21:55:37.663438
race,bert-base-uncased,base,difficult,"tensor([[ 5.3549, -6.5639, -8.9432,  2.0566]])",middle6413.txt,2023-01-23 21:55:39.111770
race,bert-base-uncased,base,October 20th,"tensor([[ 8.1349,  6.7920, 14.4764,  6.3916]])",middle6413.txt,2023-01-23 21:55:40.583704
race,bert-base-uncased,base,October 1st,"tensor([[ 3.7290, -0.8302, -1.2327,  1.0785]])",middle6413.txt,2023-01-23 21:55:42.063239
race,bert-base-uncased,base,there are thirty-one days in October,"tensor([[-3.6855, -1.9331, -1.3324, -5.1726]])",middle6413.txt,2023-01-23 21:55:43.666276
race,bert-base-uncased,base,Five.,"tensor([[-2.9057, -0.9066, -4.0190, -2.5858]])",middle5761.txt,2023-01-23 21:55:45.674547
race,bert-base-uncased,base,Enjoying a big meal.,"tensor([[ 7.2062,  8.8962, 11.2583,  0.6682]])",middle5761.txt,2023-01-23 21:55:47.619676
race,bert-base-uncased,base,students,"tensor([[ -5.6515, -11.0696, -10.8832, -11.0708]])",middle5761.txt,2023-01-23 21:55:49.258005
race,bert-base-uncased,base,meaning,"tensor([[-8.6486, -7.1184, -7.6973,  0.0633]])",middle217.txt,2023-01-23 21:55:51.811672
race,bert-base-uncased,base,people can't agree to choose the same flower.,"tensor([[-3.0882, -3.4552, -5.2102, -0.8807]])",middle217.txt,2023-01-23 21:55:54.462686
race,bert-base-uncased,base,the flowers are easy to dry,"tensor([[-1.1265, -1.6549, -6.8839, -7.4015]])",middle217.txt,2023-01-23 21:55:57.212581
race,bert-base-uncased,base,easy,"tensor([[ 6.3564,  3.9248, -4.6525,  3.5516]])",middle217.txt,2023-01-23 21:55:59.920341
race,bert-base-uncased,base,It's a nice room.,"tensor([[-8.9534, -4.0983, -6.2751, 12.3858]])",middle7834.txt,2023-01-23 21:56:01.224645
race,bert-base-uncased,base,Lucy's shoes are under her chair.,"tensor([[-3.7038,  0.2899, -3.6305, -1.7580]])",middle7834.txt,2023-01-23 21:56:02.648936
race,bert-base-uncased,base,sisters,"tensor([[ -8.2201, -10.7762,   4.3693, -10.1601]])",middle7834.txt,2023-01-23 21:56:03.979681
race,bert-base-uncased,base,Behind thechair.,"tensor([[ -8.9795, -10.2342,  -9.5691,  -7.6188]])",middle7834.txt,2023-01-23 21:56:05.409319
race,bert-base-uncased,base,Under the beds.,"tensor([[ 1.1993, -7.2816,  2.0113, -0.6413]])",middle7834.txt,2023-01-23 21:56:06.766633
race,bert-base-uncased,base,He kept on reciting.,"tensor([[-1.2788, -1.7872,  2.0330, -5.4559]])",middle6928.txt,2023-01-23 21:56:09.892152
race,bert-base-uncased,base,He was not so sure as the next boy when reciting.,"tensor([[-6.5297, -6.3483, -3.2450, -0.9134]])",middle6928.txt,2023-01-23 21:56:12.656365
race,bert-base-uncased,base,It's important to be confident.,"tensor([[ -5.4003,  -9.1596,   4.6967, -10.0485]])",middle6928.txt,2023-01-23 21:56:15.247943
race,bert-base-uncased,base,a truck,"tensor([[ -7.8202,  -5.4175, -10.5235, -10.6082]])",middle516.txt,2023-01-23 21:56:16.976546
race,bert-base-uncased,base,In their backyards.,"tensor([[-11.0504, -10.7178,  -2.1614, -11.0670]])",middle516.txt,2023-01-23 21:56:18.920603
race,bert-base-uncased,base,"700,000 dollars.","tensor([[-1.5196, -2.8633, -1.8672, -1.3189]])",middle516.txt,2023-01-23 21:56:21.099987
race,bert-base-uncased,base,Money from the Sky.,"tensor([[ -3.0160, -10.1687, -10.2582,  -6.6981]])",middle516.txt,2023-01-23 21:56:23.230310
race,bert-base-uncased,base,In China.,"tensor([[ -3.8705,   9.0131, -10.7803, -10.8524]])",middle7722.txt,2023-01-23 21:56:24.527330
race,bert-base-uncased,base,A student.,"tensor([[-10.4467, -10.9860,  -2.1135, -11.0108]])",middle7722.txt,2023-01-23 21:56:25.826524
race,bert-base-uncased,base,In her school,"tensor([[-10.8873,   7.1283, -11.1226,  -9.3506]])",middle7722.txt,2023-01-23 21:56:27.028059
race,bert-base-uncased,base,Jiaozi,"tensor([[ 5.4331, -1.5090,  5.3496, -7.3298]])",middle7722.txt,2023-01-23 21:56:28.225373
race,bert-base-uncased,base,My parents don't let me eat a lot of hamburgers.,"tensor([[-6.7795, -6.4742, -9.9098, -1.5816]])",middle7722.txt,2023-01-23 21:56:29.486526
race,bert-base-uncased,base,who can't get up early,"tensor([[-6.3874, -3.2928, -6.9552, -7.8702]])",middle1071.txt,2023-01-23 21:56:31.752784
race,bert-base-uncased,base,a TV,"tensor([[-9.8809, -9.3450, -0.8192, -6.0185]])",middle1071.txt,2023-01-23 21:56:34.034120
race,bert-base-uncased,base,"A mechanical ""foot"" will kick him in the head .","tensor([[ 1.2051,  3.2037, 10.2032, -0.6564]])",middle1071.txt,2023-01-23 21:56:36.125278
race,bert-base-uncased,base,Hiroyuki needn't get up early now .,"tensor([[-7.6409, -1.8303, -2.8744,  3.2541]])",middle1071.txt,2023-01-23 21:56:38.217089
race,bert-base-uncased,base,"One was an optimist, while the other one was a pessimist.","tensor([[ 0.4613, -9.5117,  6.5797, -8.7462]])",middle3751.txt,2023-01-23 21:56:40.798436
race,bert-base-uncased,base,His friend Sally,"tensor([[-6.2100, -7.7047, 11.0688, -6.6239]])",middle3751.txt,2023-01-23 21:56:43.681288
race,bert-base-uncased,base,He wasn't pleased with it.,"tensor([[ 0.3986, -2.9227, -7.9513, -9.2916]])",middle3751.txt,2023-01-23 21:56:46.679434
race,bert-base-uncased,base,A shoelace.,"tensor([[ -4.3689,  -4.0742, -10.4628,   5.1521]])",middle3751.txt,2023-01-23 21:56:49.556153
race,bert-base-uncased,base,Because he knew there are good and bad things in life.,"tensor([[ 6.6284, -8.2390, -6.8322, -9.3138]])",middle3751.txt,2023-01-23 21:56:52.550546
